1.030651	0.98069	0.977043	1.192437	1.304334	1.198195	1.344173	1.66463	1.471168	1.098063	0.87285	0.296275	0.323932	0.17891	0.230524	0.189453	0.225493	0.218623	0.262463	0.25526	0.24227	0.220066	0.220645	0.261029	0.214997	0.190962	0.215728	0.308646	0.352806	0.667278	0.974593	1.323117	1.697733	1.429065	1.226088	1.339662	1.306275	1.081575	0.931782	0.933019	1.084128	1.260079	1.183431	1.237321	1.70375	1.66916	1.228779	0.983326	0.595014	0.357987	0.233473	0.183639	0.227244	0.216975	0.192169	0.190189	0.207666	0.24949	0.230468	0.199836	0.196973	0.181074	0.160431	0.189975	0.273842	0.357998	0.58085	0.930108	1.16481	1.54769	1.586888	1.208939	1.174674	1.222083	1.063603	0.921546	0.936979	0.9764
1.100818	1.133653	0.965947	0.990155	1.338877	1.452366	1.474059	1.582043	1.245193	0.758295	0.547559	0.312246	0.206486	0.182891	0.191408	0.217624	0.274684	0.304887	0.278395	0.280816	0.278617	0.311735	0.267402	0.264449	0.179681	0.189207	0.173831	0.224553	0.299981	0.516824	0.625947	1.095483	1.518845	1.323012	1.486203	1.454929	1.172913	1.019625	1.035571	0.962442	0.96215	1.17884	1.43534	1.342015	1.494341	1.466162	0.985165	0.751027	0.505857	0.254462	0.21656	0.187688	0.212387	0.250268	0.273133	0.287633	0.28422	0.271782	0.286841	0.294803	0.281495	0.215584	0.185239	0.193763	0.221622	0.268039	0.483548	0.664886	1.013293	1.445728	1.344066	1.242456	1.31073	1.248398	1.06359	0.966523	0.984096	1.002291
1.11428	1.217069	1.036805	0.951205	1.324441	1.477453	1.364163	1.377752	1.116741	0.665313	0.415739	0.228954	0.233827	0.235914	0.278393	0.287262	0.407478	0.364411	0.418794	0.380439	0.35205	0.361261	0.356641	0.320656	0.289747	0.291207	0.211106	0.220264	0.188671	0.37562	0.529539	1.009223	1.412839	1.408752	1.561695	1.412312	1.019774	1.055506	1.225001	1.036673	0.928701	1.156845	1.538259	1.4558	1.478537	1.345265	0.768711	0.474938	0.279911	0.181601	0.165356	0.201133	0.216837	0.303525	0.323011	0.31666	0.333891	0.31437	0.297439	0.311453	0.262058	0.269056	0.224729	0.177416	0.198368	0.219707	0.290785	0.463488	0.774177	1.231178	1.335638	1.468471	1.462952	1.12026	0.947744	1.113997	1.128648	0.918167
1.181771	1.306515	1.033658	0.916438	1.38549	1.631039	1.311791	1.151639	0.87166	0.416837	0.282583	0.226164	0.19492	0.238747	0.349133	0.358372	0.40479	0.41789	0.409688	0.450397	0.379547	0.408334	0.369586	0.382873	0.356674	0.310395	0.232851	0.174169	0.158792	0.249519	0.380634	0.829328	1.097482	1.296569	1.693541	1.485581	1.051672	1.072891	1.207655	1.091269	0.960818	1.163438	1.61628	1.482104	1.231633	1.119197	0.693213	0.40336	0.271987	0.147952	0.192315	0.253373	0.314148	0.385801	0.386041	0.41116	0.423637	0.416085	0.444848	0.359308	0.370848	0.329886	0.273323	0.225435	0.179688	0.193256	0.290674	0.353209	0.730381	1.120601	1.192129	1.431509	1.413644	1.109865	1.032077	1.108014	1.147369	0.985026
1.204319	1.302306	1.067886	0.978797	1.353794	1.622942	1.334991	1.082435	0.822467	0.403698	0.237023	0.204539	0.422538	0.310065	0.493889	0.464247	0.489468	0.473195	0.504681	0.519363	0.509324	0.447696	0.409425	0.438362	0.383013	0.398125	0.287402	0.263239	0.160203	0.203635	0.292385	0.743783	1.060328	1.340821	1.652838	1.440459	1.077824	1.075367	1.268553	1.111877	0.915624	1.159512	1.613103	1.47622	1.188159	0.937585	0.528194	0.266721	0.205459	0.192972	0.220962	0.307213	0.350088	0.371481	0.423066	0.400806	0.455212	0.46155	0.434199	0.406111	0.390894	0.369752	0.345441	0.285481	0.210222	0.197405	0.187268	0.295577	0.592803	0.910154	1.187083	1.615611	1.586431	1.120272	1.010445	1.229172	1.206167	0.932034
1.184069	1.305861	1.073892	0.928768	1.388418	1.593777	1.254117	0.919859	0.71386	0.305678	0.168935	0.161006	0.294245	0.339395	0.504245	0.470497	0.552805	0.57326	0.63326	0.632311	0.622438	0.621112	0.519233	0.561391	0.454667	0.446897	0.293423	0.253285	0.143426	0.179654	0.275505	0.636927	0.880342	1.293837	1.679676	1.465555	1.116824	1.175192	1.259012	1.131984	0.968846	1.169039	1.615425	1.449723	1.020994	0.822568	0.446012	0.21342	0.151706	0.194417	0.250353	0.395142	0.433535	0.470571	0.542801	0.560808	0.611537	0.55842	0.568972	0.498641	0.4708	0.434991	0.450133	0.326295	0.259249	0.20701	0.181472	0.237025	0.536469	0.81994	1.166959	1.587554	1.517203	1.165301	1.115367	1.259491	1.203937	1.007851
1.214316	1.283719	1.114351	1.020579	1.279169	1.51775	1.193091	0.814437	0.633679	0.310074	0.15746	0.226113	0.295443	0.408354	0.524791	0.526355	0.62129	0.617591	0.533116	0.505447	0.550964	0.541423	0.555814	0.50863	0.456559	0.491491	0.402664	0.331687	0.195178	0.182938	0.29201	0.570888	0.827415	1.297541	1.674054	1.390923	1.072181	1.153209	1.30594	1.159082	1.029155	1.160269	1.639522	1.430307	1.002452	0.775156	0.44033	0.18184	0.131394	0.219181	0.251107	0.38096	0.45747	0.488139	0.565297	0.534459	0.57878	0.510275	0.605426	0.478217	0.541253	0.434759	0.414444	0.335947	0.29332	0.174343	0.129064	0.210658	0.490077	0.813193	1.081478	1.61167	1.577036	1.177103	1.10932	1.193127	1.20419	0.999187
1.217826	1.307848	1.107523	0.97463	1.326257	1.541308	1.101861	0.79858	0.603934	0.228218	0.169236	0.194883	0.317779	0.428075	0.549283	0.5761	0.6857	0.67279	0.504156	0.371079	0.401887	0.491094	0.638031	0.662302	0.540892	0.56061	0.381867	0.337379	0.191518	0.173299	0.214068	0.559976	0.760571	1.212937	1.652731	1.464618	1.153443	1.138492	1.283363	1.175339	1.035453	1.216946	1.581435	1.379009	0.87585	0.68014	0.374438	0.202175	0.17411	0.246147	0.342317	0.445031	0.52175	0.533868	0.654122	0.497549	0.471107	0.367598	0.485663	0.507066	0.645649	0.521343	0.448323	0.417876	0.31399	0.224694	0.163703	0.19806	0.485809	0.736264	1.109814	1.626943	1.506291	1.144806	1.14202	1.21238	1.206376	1.034682
1.180248	1.265589	1.099323	0.979033	1.257994	1.541651	1.170561	0.820003	0.636481	0.266655	0.195574	0.19257	0.353055	0.421042	0.600433	0.643829	0.694216	0.616557	0.395223	0.316363	0.286215	0.38949	0.568637	0.639521	0.562075	0.547636	0.382989	0.315581	0.172519	0.181538	0.219085	0.559345	0.868698	1.278654	1.665022	1.360033	1.095037	1.144328	1.331442	1.181423	1.004099	1.209663	1.564307	1.365097	0.908941	0.704965	0.35138	0.142773	0.164144	0.249667	0.352779	0.479948	0.564083	0.553744	0.66785	0.417922	0.319412	0.293211	0.338145	0.497938	0.656424	0.587371	0.508481	0.427879	0.342914	0.224149	0.146474	0.172547	0.499255	0.745728	1.115641	1.597316	1.505429	1.145177	1.102457	1.204589	1.251076	1.062381
1.196999	1.245996	1.106217	0.993488	1.284503	1.533377	1.150735	0.855506	0.621	0.27956	0.174076	0.19256	0.284013	0.387189	0.580746	0.650896	0.763978	0.729699	0.524324	0.337947	0.372123	0.486486	0.688369	0.719603	0.637708	0.582401	0.395543	0.326762	0.14284	0.176429	0.258504	0.625889	0.821601	1.242963	1.657292	1.379862	1.117465	1.161653	1.236521	1.155898	1.065638	1.175809	1.547568	1.329729	0.853324	0.67723	0.386923	0.174543	0.183997	0.28589	0.366808	0.485553	0.592631	0.5937	0.678746	0.45036	0.391475	0.272198	0.342844	0.507196	0.719027	0.629702	0.593621	0.39307	0.335456	0.229311	0.168505	0.219172	0.462043	0.773097	1.146013	1.647625	1.475459	1.140205	1.130482	1.201128	1.220975	1.064868
1.217484	1.250529	1.043381	0.931785	1.298393	1.560743	1.220274	0.907946	0.7042	0.365041	0.202694	0.193431	0.263759	0.377064	0.567709	0.611367	0.682534	0.739064	0.665616	0.536312	0.527085	0.613768	0.764219	0.647677	0.555353	0.491032	0.374963	0.307865	0.154116	0.186043	0.307869	0.712901	0.941278	1.327363	1.633061	1.348482	1.078838	1.115546	1.274781	1.160333	0.985325	1.133167	1.525714	1.367714	0.959425	0.748944	0.409542	0.187373	0.190313	0.232134	0.324811	0.427648	0.605526	0.603186	0.724489	0.550231	0.472951	0.361269	0.470994	0.617405	0.700783	0.607389	0.612663	0.407606	0.333835	0.191537	0.119195	0.271607	0.547237	0.888057	1.180318	1.617478	1.523424	1.15546	1.104788	1.175616	1.204766	0.998752
